先跳船了 等處置大跌00%再來撿便宜,0
貨櫃三雄這禮拜超車耀登,1
航運漲幅前三,1
趕緊處置前跳船,0
空空空 處置散戶人踩人,0
反手做多,1
今天明天後天都無腦多 開盤買進掛漲停沖掉,1
我看到航運開始搖搖欲墜了,0
恭喜先住半個月套房 萬海下去了 長榮陽明也差不多了,0
長榮慘嘻嘻,0
不到三分鐘漲停,1
每天空在漲停,1
ㄏㄏ要跌停囉,0
準備跌停囉,0
三雄跌停,0
三雄大戶都在倒貨領錢提款了,0
長榮跌停有夠丟臉,0
每天開高走低又套一波,0
三雄自己反而崩跌,0
兩根跌停了,0
三雄跌真慘,0
收盤跌停,0
現在已經跌破 尾盤準備跌停,0
三雄跌停通通預告在前面,0
破十日線你還不出清 就下去找季線,0
跌停鎖死賣不掉,0
貨櫃三雄跌停 明顯大戶出航運,0
不像航運傻多每天都賠錢 最後一天還全部沉船,0
航運資金流到電子 航運今天開高又再套一批散戶,0
準備當十年水手,0
航運越來越綠,0
最後翻船全滅,0
臺灣航運股都漲幾十倍了,1
很多達人都出清船票 轉電子了,0
抄完連漲三天,1
我們航運家族 團結力量大 很強的 他們不懂航運的價值 我們都是懂航運價值的,1
已經提醒可以抄底,1
現在不就跌回來了,0
現在殺低賤賣真的傻 一起抱著不要賣當股東 不賣就不算賠,1
也提醒航運150先別抄,0
現在航運帳面不就綠油油,0
別相信那些要賣船票就說一堆利多好話的結果害你套牢,0
長榮陽明水手一起空爆萬海,0
跟長榮陽明一樣 一起下去,0
陽長水手一起抵制萬海,0
長榮陽明一起下去,0
昨天已經提醒不要再賣了 今天長榮率先漲停,1
今天航運通通漲停,1
竟然跌那麼多,0
結果貨櫃船卻跌得比四維航還慘,0
被主力出貨吧,0
彈起來就沿著均線空下去,0
結果今天跌得跟什麼一樣,0
貨櫃全部沉船,0
航運依然是下半年主流,1
貨櫃下去囉,0
反彈就是沿著均線空下去,0
提醒趕緊換股跳船,0
因為準備跌回個位數囉,0
跌停鎖死囉,0
航運一定不會缺席 三雄通通漲到3000、5000,1
航運也亮燈 卻是跌停,0
大戶出貨了 資金轉電子,0
他們自己沉船就好,0
跌停囉,0
航運已經成為蛙大講得急跌緩漲的股了 看樣子準備腰斬再腰斬,0
哈哈亮綠燈,0
每天跌停,0
準備跌停囉,0
看看死不跳船的怎麼沉船全滅,0
結果越抱越跌,0
兩個禮拜前提醒資金已經從航運流到電子了,0
現在航運大跌,0
這也是航運未來的下場,0
明天繼續跌停了,0
結果又繼續破新底,0
然後再破新底,0
續創新高 強 看到這個 我手又癢了,1
榮哥再啟,1
收的漂亮 完全沒被拖累 還近創高邊緣,1
貨櫃三雄輪流領漲,1
暫時莫躁進 觀望就好,0
航運貨櫃真的很不錯唷,1
貨櫃三雄今日落難,0
大家一起買起來,1
續創新高 狂漲猛噴,1
航運股先洗盤，籌碼乾淨未來將更好上漲,1
錯殺亂砍 還加空 恐嚇,0
一張不賣 還要追長榮第二盤 這氣勢會鎖,1
收的慘慘慘 空軍大勝,0
長榮融資 洗到破皮,0
資金要控管 靜待落底,0
今天三雄籌碼 洗出很多亡魂 同學有沒有被洗,0
不意外，真的不意外！ 長榮目標價調高到070！,1
送長榮、陽明再攻漲停！,1
分析師說航運下跌是導致今天大盤大跌的主因， 此話一出造成大家恐慌狂賣船票， 導致航運全面繼續下跌！,0
航運族群把大盤撐上去,1
全部族群都在跌,0
果然，尾盤還給三雄一個公道！ 還有台驊！（今天台驊氣勢已經勝過萬海）,1
萬海今天成交量超過1千億！真驚人,1
空軍大師公開帶會員放空萬海,0
長榮新目標價339！ 有了長期前進的方向， 但絕對不會一路漲到目標價， 航行路上難免遇到大風大浪， 各位航海王坐穩了！,1
長期不看好萬海的中華信評， 現在都來錦上添花了！ 評估了那麼久才突然發現它的好？,1
今天長榮第一天出關， 必將成為市場焦點！,1
如果要避免處置， 下週一要股價可能要壓到003以下,0
航運旺季到來，大航海時代正式開啟！ 期待三雄的新船也陸續到位， 增加整體運力和獲利能力！,1
祝福大家在航行路上，一路乘風破浪。 航向偉大的航道！收穫滿滿財富！ 長榮目標300不變,1
三雄只要基本面好，遲早都會漲上去的,1
短線震盪，仍然看好三雄未來走勢,1
多來一些利空吧,0
長榮當老大， 率先翻紅， 帶領航運族群開始反攻,1
有船票的開始猶豫賣船票， 空單開始加空,0
大戶則開始慢慢買， 靜待財報利多,1
持續看好航運,1
台股攻萬八,1
持續看好長榮、陽明,1
終於在7/5出關前一天， 把這份熱騰騰的357元新目標價端出來,1
這些是早就知道的利多， 只是何時要啟動發酵而已,1
八大官股行庫買超長榮第一名,1
外資買超長榮第一名！ 000元附近有銅牆鐵壁撐著！！ 今年恐怕再也看不到000元以下的長榮了！ 跌不下去，未來只能硬著頭皮向上,1
長榮利多不斷,1
長榮go！go！go！,1
長榮慢慢漲,1
長榮、陽明長期看好,1
顯示外資和本土法人的看法一致， 對長榮都上看會到300以上,1
短期還是無法逃離「三船一命」的束縛,0
不過萬海跌翻綠， 還是會間接影響整體航運族群的信心,0
大盤創新高要拉回修正， 三雄必定躲不過， 航海王們坐穩了,0
期待台股今天也能有好表現！ 等到各家公司都公佈營收利多後， 隨時有機會絕地大反攻,1
當萬海確定止跌時， 將是航運再度啟航時,1
萬海止跌是航運回神的關鍵,1
萬海止跌直往平盤衝上去！ 萬海能收小紅就好， 穩定航運軍心， 明天再攻即可,1
現在換台驊領軍上攻！,1
海公公急攻強鎖漲停， 帶領航運股重返榮耀！,1
今天用股價淨值比來分析看衰航運三雄！ 勇氣可嘉，持續看空航運股！,0
長榮如預期中的營收再創新高， 雖然不見得可以馬上推升股價， 但至少讓有船票的航海王們， 能坐得更穩、更有信心,1
換來航運族群破釜沈舟的絕地大反攻,1
如果長榮今天再度無量跌停鎖死， 恐怕萬海也將續跌， 航運族群也可能都會繼續跌下去,0
關在裡面的長榮經得起考驗,1
預祝明天一早起來可以看到全面收紅。 將有利台股下週一開紅盤，再創新高,1
台股下週有機會展開全面大反攻,1
下禮拜航運隨時伺機上攻,1
大幅度貢獻長榮的營收獲利,1
當手上原本有船票的人都開始動搖賣船票， 利空測試就已經差不多快接近尾聲了,1
相信三雄也不會遜色,1
真的找不到去看空長榮的理由,1
業界人士持續看好貨櫃輪未來走勢。 台驊評估，海運不只今年好，明年還會好,1
三雄接下來就看你們表現了,1
鋼鐵、航運蓄勢待發！ 美股收盤若能繼續創高， 將有利台股多頭走勢,1
期待明天台股能有不錯的表現,1
台股攻萬八不是夢,1
其實航運利多一直在,1
我目前仍持續看好航運,1
明天漲勢必須持續,1
其他航運股豈有理由不跟著上漲,1
基本面上， 我實在找不到賣掉航運股的理由,1
運費持續上漲中！ 股價止跌翻紅,1
有機會跟著三雄一起上漲,1
超級航運周 貨櫃三雄上秀,1
貨櫃航運股是關鍵！ 台股如果要能續攻萬八， 真的不能缺少貨櫃三雄,1
八大官股銀行買超三雄,1
激勵航運族群反攻,1
空好空滿，六月營收超慘,0
菜雞一群割好割滿賠好賠滿,0
一群傻多看你們賠錢就是爽,0
有種就不要賣，玩爆你們傻多,0
外資倒貨還在傻多,0
收割傻多，外資倒好倒滿，傻多賠好賠滿,0
看傻多賠錢就是爽,0
下月航運費直接打五折,0
現在賣還有賺,0
下週一破月線，下下週破季線,0
現在不倒貨何時倒貨,0
有賺就要跑，不跑等吃草,0
長榮就是拿來空的,0
現在不倒何時倒,0
有種就不要賣，等下收跌停你會幹死,0
傻多可憐，割好割滿。,0
今天收跌停,0
今天破月線，航運會加速下去,0
現在下車都有賺，不走愈賺愈少,0
下一盤跌停鎖死，沒賣的還要吃四根跌停,0
今天的低點明天的高點,0
這波都散戶養的，外資投信早賺飽走光,0
可以倒貨了，空軍出動,0
傻多不跑還要凹倒好倒滿，出關就是天天綠了,0
明天還有一根跌停要吃,0
現在還不賣是要捐錢就對了,0
別亂接，想捐錢我ok,0
多殺多,0
那就是空好空滿,0
陽明破線，長榮等死吧,0
哇哈大戶狂倒貨傻多狂接,0
大盤即將測季線，倒好倒滿,0
大盤準備下殺了,0
放心拉，外資還50萬張會慢慢倒，倒好倒滿,0
今天如果跌0.5就會超完美,0
跟我一樣覺得今天跌得很踏實的請舉手,0
下禮拜可以狂飆車了,1
不過還是被拉下去,0
嗎的都要跌你不會昨天跌,0
明天最好給我漲回來,1
最容易無量跌停,0
看起來又是開高走低,0
全部人被長榮處置拖下水,0
沒意外等等跌停,0
我是多軍,1
每次大波浪後 都有甜美的果實,1
今天還是要跌得比人多,0
但憑什麼漲最少跌最多,0
確實整個全球海運都在大跌,0
不要高興得太早 開高走低常常發生好嗎,0
但等等有沒有可能殺跌停 也是有可能啊,0
開高走低機率極高,0
長榮可以拉回平盤就要偷笑了 不要期望能漲多少,0
每一天都開高殺低 然後長榮就會嚇得趕快翻綠給你看,0
然後就一直下去了,0
我今天出明天一定大反彈,1
今天不出明天一定繼續下去,0
其中有三隻跌停 今天極高可能有第四隻,0
下跌很快又沒有量因為在處置,0
這看起來根本是崩盤了吧,0
等等長榮一定灌跌停,0
就是開高走低,0
把他全部漲回來,1
他的漲幅終於跟上大家了,1
率先攻漲停,1
帶著大盤一起衝,1
長榮今天是大哥？ 領漲,1
我買了就是看好他,1
每放一次利多 股價就崩一次,0
今天一定跌停,0
出關其實更好出貨 還可以當沖放空,0
整天就是開高走低,0
崩成這樣真的是不要臉,0
各種當沖放空股價就下去了,0
尾盤一定躺平,0
這波先出場了,0
今天已出掉手上的所有海運持股,0
不要覺得今天反彈,0
再反彈一下再繼續殺下去,0
很容易隨便就往下衝,0
看來11點準備下殺,0
今天真的沒救,0
拜託平盤以上,1
為什麼有股11點過後要下殺的感覺,0
投信終於轉買,1
果然又是拉兩天,0
股價就是這樣被凱基智障越玩越低的沒有發現嗎,0
迎接出獄 慶祝行情 漲停,1
明天出獄 辦個酒會 慶祝一下了,1
明天漲停,1
台股今天最佳男主角 漲停,1
錢進海運傳產,1
人類史上最大通膨災難來了 趕快上航運,1
棄台積 買長榮,1
高比益電子會被淘汰 長榮是最佳男主角,1
長榮獲利大增,1
真金不怕火煉 有實力有獲利 長多格局不變,1
注意營收公佈 爆衝 漲停,1
長榮便宜又大碗,1
賣台積買長榮 當前最佳 投資策略,1
第一名長榮 第二名地中海航運 買就對了,1
地表最強散戶 台股 下半年最大亮點 長榮,1
所以最強是長榮 下半年 一馬當先了,1
賣陽明萬海 買長榮 套套利 比較好吧,1
長榮期收001.5 表示明天不會跌了,1
"賣電子矽力本益80 買運輸長榮本益5 ,最佳投資策略",1
下週一 萬海漲停 長榮跟著漲,1
美期指大漲,1
漲到月球上,1
賣台積 買長榮 最加投資策略,1
多頭格局確立 股價沒有上限,1
已經沒有賣賣壓買增資 絕地大反攻,1
運價漲 成本降油價跌,1
明天出關 漲停 慶祝行情,1
報複性上漲啟動了,1
明天漲停鎖死 大搶錢,1
明天大漲喔,1
低檔放空 口帶空空,1
今天是今年最低點,1
疫情降級 大利多,1
恭禧 最底點過去了,1
連拉5根漲停,1
還有4個漲停喔 讚讚,1
下週8月 火箭升空,1
散戶大團結 打敗外資投信,1
陳龍老師說 貨櫃可買進,1
台指期大漲喔,1
這麼甜的價格不賣 今天進場的不就最高點,0
航海王都0800萬獲利下船了,0
瘋狂的追漲最後就是瘋狂的殺低,0
融資堆疊 最後就是泡沫,0
獲利了結 有賺不獲利了結 放著等賠錢,0
大家都要獲利了結 誰要被套、想買的觀望等崩盤 有賺的 先跑一趟,0
閃崩,0
塞港，缺櫃，運費漲,0
馬上崩盤 歡迎加入融資踩踏的行列,0
就是要崩盤時候了,0
準備崩吧,0
漲不上去 就無人想追 沒人追 有賺的就會跑 尾盤就會打回原形,0
尾盤會殺下來,0
等跌00根停板,0
買了跌停 有賺變倒陪,0
連續跌停機率非常大,0
就會從漲變成跌停鎖死,0
跌停鎖死 大家都想解套,0
趁有賺的就趕快下船的,0
營收不如預期 運價漲不動了 準備崩跌了,0
明日跌停,0
有賺能逃就逃 代表航運要崩了 不要傻傻幫這些人抬轎,0
手上有貨的大股東都急著拋售 這時不賣 以後100以下就更不好賣了,0
短線資金堆疊的股票 一旦泡沫破了 就會非常悽慘 踩踏效應會更明顯 有賺的一定急著下車,0
好多人明日要買040歐 那我要做多,1
一共做了長榮100口個股期貨的價差交易，不賺白不賺！,1
貨櫃還會再走高,1
大盤破月線,0
今天我落海了,0
今天光海就賠了七位數,0
停損 單日最大拉回,0
今天沒出現喊空了 陣亡了,0
海運結束了 空爆,0
鋼鐵要被海運帶賽了一起死 快跑,0
飛彈打貨櫃?! 利空! 難怪海運殺了,0
短期交易者要躺這倘混水 自己小心,0
這邊不是交易者容易玩的盤 嫌錢太多的可以繼續每天交易,0
一些靠題材狂扯的我還真的買不下去ㄟ,0
阿你們每天都叫我小心金流在的地方 去買沒金流得地方,0
近期海狂瀉 櫃買今天也跳 市場信心潰散,0
海運鋼鐵都還屬於在回神中 希望金流可以陸續回來,1
大盤趨勢已有發現主力準備倒貨，所以趁高就賣出，並低接回補賺當沖財,0
且目前走空頭，主力持續賣股票，持續回檔，不建議入場,0
目前航運還不到下船的時機大家不用太過擔心,1
主力大戶身上還有許多船票要賣，所以貨櫃航運還不可能轉空頭,1
目前整體量縮，都是向下的量能,0
現在貨櫃指標看長榮，續抱就對,1
長榮總覺得怪怪的不太妙 腳底先抹油,0
躲處置為什麼? 還有船票要賣啦,0
主要原因是資金全都在航運股,1
萬海的主力獲利調節後跑去買了長榮 陽明，估計還是會有一波漲幅，續抱就對了,1
長榮被關無力逃脫直接被殺到跌停,0
很多人說關緊閉對多頭是有利，對過去歷史上航運股關緊閉只會越關越大尾,1
航運小心哦 要買的可以再等等,0
航運股可能有鬼，開高就該賣,0
明日反彈機率大增,1
後續個人認為看空居多,0
航運股感覺怪怪的，腳底抹油 先跑了,0
今日航運鋼鐵不能被大幅度出貨,0
不過目前航運風險大於獲利，不一定會發生 但冰已經先跑了,0
有點走入空頭意味，必須補量才能維持漲幅，量縮就會是非常危險的態勢,0
航運大戶以在持續出貨,0
如果有聽冰的趁高先走一趟,0
航運依然沒有反彈，甚至被大幅度出貨,0
三雄上演航運股史上最大跌幅近00%,0
切勿抄底去搶反彈可能會一路往下摔,0
只要散戶狂買他就會倒貨，散戶不買他就會拉漲停吸引追逐 這是一個基本的養套殺,0
季線對三雄來說需守住，如果守不住就會陸續往下走,0
季線失守，會持續落底,0
長榮萬海大多都是隔日沖 明日須注意開高走低,0
航運今日全面大反彈，止跌意味濃厚,1
航運類股依然不穩定走反彈格局 估計會走N字下跌,0
今日，資金續留航運,1
航運三雄昨日外資同步賣超、資卷下降、借卷上升,0
長榮陽明上,1
但是一個月內有可能差不多就要觸頂了,1
航運三雄會到前瞻性的股價，因為他們是往正向成長,1
今天被洗出去的、昨日追高被套住的都有,0
長榮因為在獄中，表現自然不如陽明,0
三雄一開始收平反轉，很多電子的資金都被抽走了,1
6/00部位加碼長榮,1
航運股來說 一般人可能只會看消息面 也就是未來會漲價 那這個就是你的進場理由,1
技術面支撐 沒跌破支撐,1
今年將打破上半年業績表現優於下半年的傳統模式，法人樂觀看待，下半年營運比上半年更好,1
美、中、歐三大經濟體陸續解封開啟爆買模式商機驚人，貨櫃船公司第三季可望迎來超級旺季,1
增補庫存的拉貨力道強勁將持續 推升航運貨載需求,1
法人看好南亞科出貨均價漲幅擴大情況下，第二季毛利率將大幅回升至40％以上，下半年在DRAM價格持續調漲下，營收及獲利將逐季成長,1
6月美東、美西及歐洲航線全部上漲的態勢研判，長榮6月再繳出創新高的可能性高,1
持續買進長榮股票 隨著每月股價上漲可認列利益,1
難道美股下跌進場理由就會消失嗎,1
你不是做指數 你不是做短線、當沖 那整天擔心美股 對你的績效也不會有顯著的增加,1
下半年進入產業旺季，營運可逐季成長,1
一直有跟大家提到 進場理由沒消失 那就不用出場,1
抱了一個多月的航運股 差不多也要把其中幾檔慢慢停利了,0
出清長榮,0
目前傳產還是較弱的產業 航運族群,0
今天的大漲產業 都是傳產股的跌深反彈 如果是喜歡追突破的策略 那目前還暫時不能判斷為轉強,0
適時減碼的風險或許會少賺 但相反地若下跌也不會造成你的負擔,0
貨櫃航運持續反彈中,1
反彈也可能直接變強勢,1
旺季貨櫃運價每周還可能會再漲數百美元,1
貨櫃航運目前暫時還是在反彈中,1
貨櫃航運目前反彈結束 沒有之前反彈直接就強勢突破的走法 目前又跑回整理型態,0
我自己現在才看到就是會放掉傳產的貨櫃、散裝,0
謝惠全以「上半年否極泰來，獲利倍增」、「下半年需求未歇，穩步前行」來形容今年的貨櫃海運市況。針對市場最關注下，半年海運的運價展望,0
若塞港持續，疫情反覆發生，碼頭作業流程自然緩慢，第四季也未必比第三季差,1
有些原本強勢 這幾天慢慢變弱勢 就跟貨櫃航運一樣,0
使得海運比往年提前三個月進入旺季,1
貨櫃航運反彈中,1
貨櫃航運在現貨運價走升,1
下半年至0000年產業景氣持續強勁,1
傳產這裡依舊弱勢 目前也是不適合強勢交易者去做 也不建議新手去做搶反彈的動作,0
續創新高 強 看到這個 我手又癢了,1
一起下海吧,1
一舉創高 有回就撿,1
今天加碼不少,1
運價週漲3趴,1
榮哥再啟,1
股價急拉,1
收的漂亮 完全沒被拖累 還近創高邊緣,1
貨櫃三雄輪流領漲,1
暫時莫躁進 觀望就好,0
奮力飛奔,1
抱緊處理,1
航運貨櫃真的很不錯唷,1
跌幅超出想像,0
貨櫃三雄今日落難,0
續創新高,1
把長榮拉回,1
瘋狗快追上,1
逢低有多加碼 大家一起買起來,1
續創新高 狂漲猛噴,1
慘烈的一役,0
這利空過度解讀了 航運股先洗盤，籌碼乾淨未來將更好上漲,1
仍不排除係漲多回檔修正,0
拜登從頭到尾都沒說要打壓運費,1
美國昨運輸股漲幅最大,1
美股運輸與海運相關 澄清後應聲大漲,1
讓貨櫃航運更忙碌,1
籌碼洗的超乾淨的,0
錯殺亂砍 還加空 恐嚇,0
還我清白 收復河山 漲回去,1
撞船是利多,1
一張不賣 還要追長榮第二盤 這氣勢會鎖,1
今天收的不理想 長榮被期貨壓著打,0
意圖做多明顯,1
丹麥 德國航運 現紅盤,1
別被假利空新聞給騙在阿呆谷,1
收的慘慘慘 空軍大勝,0
應該是融資斷更多,0
長榮融資 洗到破皮,0
資金要控管 靜待落底,0
我的萬海爺 萬海公 攻啊,1
收的慘烈 靜待落底,0
留下了多頭伏筆,1
我相信運價還會創高,1
今天三雄籌碼 洗出很多亡魂 同學有沒有被洗,0
運價還持續在高檔 且還會持續創高,1
火力全開,1
航運領頭 氣勢要有 破千億了 量再多一些,1
今日貨櫃 否極泰來,1
當水位要追繳時 差不多就是該下重手了 對於貨櫃航運 我極度樂觀 都會急於下單 長榮即將出關,1
長榮今天最先拉到停板位置,1
運價短線可能已經超漲，後續運價繼續飆漲的機會可能降低,0
今天航運全面翻漲,1
航運目前利空不斷要逼出散戶浮額,0
加上航運股最近表現相對的弱勢,0
股價怎麼可能會和之前一樣強勢,0
短線航運股因為籌碼面漲上去,1
那就是只能賣出，未來下跌不能攤平,0
之後獲利打回原形,0
很多航運的人股東及一些賺很多錢的人都離場的,0
在航運股中攤平或融資加碼，你就是找死,0
外資群又對長榮降評,0
近一季進航運的人都平均都賠錢了,0
這種股票你只要不止損，向下加碼或融資攤平，你一定就是找死,0
航運各面相大好,1
股價飆的比你喊價快,1
航運三雄就跟著十日線做，大家都賺錢,1
航運三溫暖～ 最終仍強勢上漲,1
今年到第四季前全力做航運,1
只要見紅就會被出貨轉去買航運,1
若開盤未強勢，請找高點出清,0
長榮出關遭風浪襲擊，影響 航運下跌,0
持有航運的安心抱著,1
航運持續熱錢翻湧,1
主力大戶無意接手拱航運,1
航運進入Q3旺季～九月將臨最高峰,1
飆漲後要回檔才能跳的更高,1
航運持續利多,1
主力大戶：拉長榮再起一波300漲勢讓人跟買推升股價,1
港照塞，營收持續創新高,1
股海中哪條船不是賺～翻,1
隨時歡迎上船，不用逆勢操作，順勢見紅就買,1
建議寧可空手也不要去空航運,1
航運加油,1
這週長陽持續盤整格局，持有的同學安心抱等九月高峰,1
九月仍是看漲顛峰,1
今航運若不回檔 後續就見不到高峰了,0
目前航運處盤整弱勢中,0
航運持續人氣滿滿衝向九月高峰,1
大家來航海,1
今年就是台灣航運的奇跡,1
會帶給你超乎想像的力量,1
長榮，00分處置，散戶退散，主力大人放手，盤整為主,0
長榮陷00分處置，主力會放手,0
長榮若明天破197.0建議可減碼獲利先入袋,0
航運目前盤整中，偏空，尚未跌完,0
目前航運處弱勢，我只能給各位空手建議,0
處置中仍盤整沒主力想接,0
熱錢仍聚在航運～ 今三雄皆下跌後反彈翻紅,1
以技術面來說，仍是盤整格局,0
外在面相航運仍是利多,1
全市場的熱錢在航運,1
航運旺季持續看好到九月,1
目前陷入盤整格局,0
那股價上漲力道就會減緩～ 請待主力願意突破前高再進,0
長榮快殺到我之前減碼點,0
航運無特別利多出現，唯一就是跌深反彈,0
如今檯面上幾乎全面看衰航運,0
目前市場熱錢資金仍在航運,1
長榮，外資雖狂賣，但其持股水位已創五個月來最低點，今台指期結算不得不大殺,0
跌深就是利多,1
版上到處充斥著航運看空言論，崩盤，沈船,0
你就會發現145.5只是創新高後的小壓回，準備要續噴了,1
只是會多了七月營收亮麗，半年報賺翻,1
主力會停止坑殺你嗎？ 不會，當然趁現在再飆一波，再殺一次,1
